address,city,neighbourhood,bed,bath,type,style,walk_score,lot_size,age,size,listed_price,estimated_mortgage,property_tax,last_sold_price,last_sold_year
31 Islay Court,Toronto,Humbermede,3+1,2,Detached,Sidesplit 4,39,7899.692300000001,51-99 years,2000-2500 sqft,1499000.0,8087.0,4247,2179000.0,2022
509 - 105 Victoria Street,Toronto,Church-yonge Corridor,1,1,Condo Apt,Apartment,39,16-30 years,Restrict,600-699 sqft,490500.0,2535.0,1861,254900.0,2007
1302 - 14 York Street,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,39,No Data,N,700-799 sqft,819000.0,4425.0,3989,254900.0,2007
2701 - 75 Queens Wharf Road,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,39,No Data,N,1000-1199 sqft,1238800.0,6635.0,3746,1098000.0,2021
2310 - 19 Grand Trunk Crescent,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,39,No Data,Restrict,900-999 sqft,959900.0,5236.0,3545,2500.0,2015
50 Lewiston Road,Toronto,Dorset Park,3,2,Detached,Backsplit 3,60,5000.0,No Data,No Data,1188888.0,6356.0,3397,2500.0,2015
310 - 38 Forest Manor Road,Toronto,Henry Farm,1,1,Condo Apt,Apartment,60,No Data,Restrict,500-599 sqft,579900.0,3049.0,3397,589888.0,2022
52 Cedar Brae Boulevard,Toronto,Eglinton East,5+1,5,Detached,2-Storey,22,14350.875,No Data,3500-5000 sqft,2880000.0,15794.0,7613,799999.0,2006
36 Mitchell Avenue,Toronto,Eglinton East,4,3,Row / Townhouse,2 Level,93,"
No Data ",No Data,1501 sqft,1199900.0,6418.0,7613,1299000.0,2020
3009 - 8 Eglinton Avenue E,Toronto,Mount Pleasant East,1+1,1,Condo Apt,Apartment,93,No Data,Restrict,500-599 sqft,679000.0,3619.0,2597,1650.0,2021
612 - 2212 Lake Shore Boulevard W,Toronto,Mimico,1+1,1,Condo Apt,Apartment,93,6-10 years,Restrict,600-699 sqft,665000.0,3539.0,2085,2400.0,2022
1711 - 26 Norton Avenue,Toronto,Willowdale East,1,1,Condo Apt,Apartment,93,6-10 years,Restrict,500-599 sqft,699900.0,3740.0,1998,740000.0,2022
22 Reidmount Avenue,Toronto,Agincourt South-malvern West,4+2,4,Detached,2-Storey,58,5731.449799999999,No Data,2000-2500 sqft,1420000.0,7646.0,4644,1650.0,2015
128 Kingsway Crescent,Toronto,Kingsway South,3+1,4,Detached,2-Storey,57,4562.88,6-15 years,2500-3000 sqft,2799000.0,15342.0,9618,499900.0,2006
1011 - 301 Prudential Drive,Toronto,Dorset Park,3,2,Condo Apt,Apartment,57,31-50 years,Restrict,1200-1399 sqft,580000.0,3050.0,1087,329000.0,2017
3810 - 2191 Yonge Street,Toronto,Mount Pleasant West,1+1,1,Condo Apt,Apartment,57,No Data,Restrict,700-799 sqft,729000.0,3907.0,3040,449000.0,2016
105 Glendale Avenue,Toronto,High Park-swansea,5+1,3,Detached,3-Storey,81,2826.6420000000003,100+ years,2000-2500 sqft,2695000.0,14762.0,7444,2199000.0,2022
502 - 88 Scott Street,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,81,0-5 years,Restrict,600-699 sqft,759000.0,4080.0,2053,789000.0,2022
Ph02 - 2015 Sheppard Avenue E,Toronto,Henry Farm,2+1,2,Condo Apt,Apartment,81,No Data,Restrict,900-999 sqft,899900.0,4890.0,2499,879900.0,2022
901 - 1166 Bay Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,81,No Data,Restrict,2000-2249 sqft,2698000.0,14779.0,6825,2750000.0,2022
208 - 17 Ruddington Drive,Toronto,Bayview Woods-steeles,2+1,2,Condo Apt,Apartment,81,No Data,Restrict,1000-1199 sqft,890000.0,4833.0,3305,489990.0,2014
607 - 3901 Dufferin Street,Toronto,Yorkdale-glen Park,1,1,Condo Apt,Apartment,81,0-5 years,Restrict,500-599 sqft,599999.0,3165.0,2059,489990.0,2014
151 Shaver Avenue N,Toronto,Islington-city Centre West,4+1,4,Detached,2-Storey,48,6435.0,No Data,3000-3500 sqft,3198000.0,17569.0,9483,3490000.0,2022
Gv10 - 6 Eva Road,Toronto,Etobicoke West Mall,1,1,Condo Apt,Apartment,48,No Data,Restrict,600-699 sqft,499900.0,2589.0,1625,595000.0,2022
46 Mimico Avenue,Toronto,Mimico,n/a,2,Detached,Bungalow,67,5280.0,100+ years,1500-2000 sqft,1425000.0,7674.0,11891,595000.0,2022
44 - 365 Murray Ross Parkway,Toronto,York University Heights,3,3,Condo Townhouse,3-Storey,67,No Data,Restrict,1200-1399 sqft,899900.0,4890.0,2629,349000.0,2010
1706 - 8 Charlotte Street,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,67,6-10 years,Restrict,1000-1199 sqft,1278000.0,6854.0,4217,1155000.0,2020
187 Fern Avenue,Toronto,Roncesvalles,4,4,Triplex,2 1/2 Storey,89,2720.7446,51-99 years,2000-2500 sqft,1699000.0,9203.0,4217,1155000.0,2020
903 - 99 John Street,Toronto,Waterfront Communities C1,3+1,2,Condo Apt,Apartment,89,New,Restrict,1000-1199 sqft,1238888.0,6635.0,1,1155000.0,2020
181 Beta Street,Toronto,Alderwood,3,4,Detached,Backsplit 5,53,4920.0,No Data,No Data,1899000.0,10319.0,4570,1999000.0,2022
248 Prescott Avenue,Toronto,Weston-pellam Park,2+1,2,Detached,2-Storey,61,2180.0,No Data,No Data,1299000.0,6971.0,3602,379000.0,2010
172 Downsview Avenue,Toronto,Downsview-roding-cfb,3,2,Detached,Bungalow,39,5418.0041,51-99 years,1100-1500 sqft,899000.0,4885.0,3416,899000.0,2022
172 Downsview Avenue,Toronto,Downsview-roding-cfb,3,2,Detached,Bungalow,39,5418.0041,51-99 years,1100-1500 sqft,899000.0,4885.0,3416,899000.0,2022
678 Trethewey Drive,Toronto,Brookhaven-amesbury,4+4,6,Detached,2-Storey,58,2886.8528,No Data,No Data,1789000.0,9705.0,6762,1399000.0,2022
8 - 60 Hargrave Lane,Toronto,Bridle Path-sunnybrook-york Mills,3+1,5,Condo Townhouse,3-Storey,58,No Data,Restrict,2250-2499 sqft,1898800.0,10318.0,6939,1898800.0,2022
412 - 55 Lombard Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,58,No Data,N,900-999 sqft,659000.0,3504.0,2499,749900.0,2022
Th4 - 15 Viking Lane,Toronto,Islington-city Centre West,3,3,Condo Townhouse,2-Storey,58,6-10 years,Restrict,1200-1399 sqft,1218000.0,6519.0,3648,569900.0,2015
Lph04A - 30 Shore Breeze Drive,Toronto,Mimico,1+1,1,Condo Apt,Apartment,58,0-5 years,Restrict,0-499 sqft,769000.0,4137.0,2805,785000.0,2022
49 Plymbridge Road,Toronto,Bridle Path-sunnybrook-york Mills,5+1,9,Detached,2-Storey,19,14985.834,No Data,5000+ sqft,11380000.0,63233.0,44734,12380000.0,2022
3406 - 75 St Nicholas Street,Toronto,Bay Street Corridor,n/a,1,Condo Apt,Apartment,19,0-5 years,Restrict,0-499 sqft,550000.0,2877.0,1717,550000.0,2022
#708 - 887 Bay Street,Toronto,Bay Street Corridor,1,1,Condo Apt,Apartment,19,16-30 years,Restrict,600-699 sqft,655000.0,3481.0,2548,405000.0,2015
96 - 871 Sheppard Avenue W,Toronto,Bathurst Manor,2,2,Condo Townhouse,Stacked Townhse,19,New,Restrict,1000-1199 sqft,1050000.0,5581.0,2548,405000.0,2015
467 Richmond Street E,Toronto,Moss Park,2,2,Investment,Cr,19,Cr,2031 sqft,No Data,25000000.0,5581.0,2548,405000.0,2015
80 Seventeenth Street,Toronto,New Toronto,2,2,Investment,Residential,19,Residential,3500 sqft,Apts-2 To 5 Units,2199000.0,5581.0,2548,405000.0,2015
32 Cedar Brea Boulevard,Toronto,Eglinton East,4+3,4,Detached,2-Storey,26,21811.0,51-99 years,2000-2500 sqft,2599000.0,14226.0,4253,405000.0,2015
246 Edenbridge Drive,Toronto,Edenbridge-humber Valley,4,5,Detached,2-Storey,36,7020.0,0-5 years,3000-3500 sqft,3250000.0,17859.0,11840,3490000.0,2022
28 Baby Point Road,Toronto,Lambton Baby Point,4+1,3,Detached,2-Storey,62,5800.0,No Data,No Data,3880000.0,21375.0,10825,3488800.0,2022
2709 - 1 Bloor Street W,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,99,New,Restrict,1000-1199 sqft,1998000.0,10872.0,10825,2199000.0,2022
2211 - 188 Cumberland Street,Toronto,Annex,1+1,1,Condo Apt,Multi-Level,99,No Data,Restrict,500-599 sqft,825000.0,4459.0,3103,799000.0,2022
106 Byng Avenue,Toronto,Willowdale East,4+2,7,Detached,2-Storey,80,8000.0,No Data,5000+ sqft,4298000.0,23708.0,18768,799000.0,2022
Ph06 - 185 Legion Road N,Toronto,Mimico,2,2,Condo Apt,Loft,80,No Data,Restrict,800-899 sqft,939000.0,5115.0,2145,359900.0,2011
410 - 50 Charles Street E,Toronto,Church-yonge Corridor,1+1,1,Condo Apt,Apartment,80,No Data,Restrict,0-499 sqft,699900.0,3740.0,2275,598000.0,2019
3702 - 200 Cumberland Street,Toronto,Annex,3+1,4,Condo Apt,Apartment,80,0-5 years,Restrict,4250-4499 sqft,11995000.0,66666.0,2275,11995000.0,2022
11 Jesmond Avenue,Toronto,Oakwood Village,2+1,2,Detached,Bungalow,73,1976.25,No Data,No Data,885000.0,4805.0,3165,11995000.0,2022
214 Yarmouth Road,Toronto,Dovercourt-wallace Emerson-junction,4,3,Detached,2-Storey,81,2001.0000000000002,31-50 years,No Data,1400000.0,7534.0,5860,11995000.0,2022
309 - 447 Walmer Road,Toronto,Forest Hill South,3,3,Condo Apt,Apartment,81,No Data,Restrict,1600-1799 sqft,1388000.0,7467.0,5744,449900.0,2004
2606 Lake Shore Boulevard W,Toronto,Mimico,4,3,Detached,2-Storey,54,5235.5,51-99 years,No Data,1299999.0,6976.0,4607,449900.0,2004
1615 - 28 Empress Avenue,Toronto,Willowdale East,2,1,Condo Apt,Apartment,54,16-30 years,Restrict,700-799 sqft,719000.0,3849.0,2376,2600.0,2022
522&622 - 7 Grenville Street,Toronto,Bay Street Corridor,2,1,Office,Commercial & Residential,54,Commercial & Residential,1515 sqft,No Data,1898000.0,3849.0,2376,2600.0,2022
407 - 5155 Sheppard Avenue E,Toronto,Malvern,1+1,1,Condo Apt,Apartment,54,0-5 years,Restrict,600-699 sqft,580000.0,3050.0,2376,568000.0,2021
806 - 330 Dixon Road,Toronto,Kingsview Village-the Westway,2,1,Condo Apt,Apartment,54,No Data,Restrict,800-899 sqft,399900.0,2013.0,512,80900.0,2014
2602 - 89 Mcgill Street,Toronto,Church-yonge Corridor,2,1,Condo Apt,Apartment,54,0-5 years,Restrict,500-599 sqft,780000.0,4200.0,2200,80900.0,2014
1305 - 28 Sommerset Way,Toronto,Willowdale East,1+1,2,Condo Townhouse,Stacked Townhse,54,No Data,Restrict,1000-1199 sqft,749000.0,4022.0,3052,800000.0,2022
3512 - 14 York Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Multi-Level,54,No Data,Restrict,500-599 sqft,599900.0,3164.0,3000,1900.0,2021
306 - 408 Browns Line,Toronto,Alderwood,2,2,Condo Apt,Apartment,54,New,Restrict,800-899 sqft,799990.0,4315.0,3000,1900.0,2021
20 Berkindale Drive,Toronto,St. Andrew-windfields,5+1,8,Detached,2-Storey,36,11430.719999999998,New,5000+ sqft,7680000.0,42583.0,24561,2990000.0,2017
275 Berkeley Street,Toronto,Moss Park,4,4,Detached,2-Storey,90,1537.8880000000001,No Data,No Data,3180000.0,17469.0,7147,725000.0,2013
620 - 4673 Jane Street,Toronto,Black Creek,2,1,Condo Apt,Apartment,90,31-50 years,Restrict,700-799 sqft,299900.0,1438.0,686,198500.0,2021
3803 - 14 York Street,Toronto,Waterfront Communities C1,3,2,Condo Apt,Apartment,90,6-10 years,Restrict,900-999 sqft,1074888.0,5720.0,4754,1199888.0,2021
1811 - 12 York Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,90,No Data,Restrict,500-599 sqft,629900.0,3337.0,2566,1850.0,2020
306 - 3 Southvale Drive,Toronto,Leaside,2+1,2,Condo Apt,Apartment,90,No Data,Restrict,1000-1199 sqft,1398000.0,7523.0,5896,1487200.0,2021
77 Fifeshire Road,Toronto,St. Andrew-windfields,5+1,10,Detached,2-Storey,31,23029.38,No Data,No Data,7380000.0,40909.0,27477,7888100.0,2022
15 Shand Avenue,Toronto,Kingsway South,5+1,4,Detached,2 1/2 Storey,64,4029.0,No Data,3500-5000 sqft,2949000.0,16179.0,11103,2680000.0,2020
451 Rogers Road,Toronto,Keelesdale-eglinton West,1,2,SEMI-DETACHED,2-Storey,85,1854.0,No Data,No Data,1299900.0,6976.0,4825,1399900.0,2022
84 - 721 Lawrence Avenue W,Toronto,Yorkdale-glen Park,3,2,Condo Townhouse,3-Storey,85,0-5 years,Restrict,1200-1399 sqft,999999.0,5466.0,3697,1150000.0,2022
2920 - 28 Widmer Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Multi-Level,85,No Data,N,500-599 sqft,749000.0,4022.0,3697,799000.0,2021
904 - 909 Bay Street,Toronto,Bay Street Corridor,2,2,Condo Apt,Apartment,85,No Data,Restrict,800-899 sqft,849999.0,4603.0,3104,429000.0,2011
4605 - 99 John Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,85,New,Restrict,600-699 sqft,950000.0,5179.0,3104,429000.0,2011
203 Johnston Avenue,Toronto,Lansing-westgate,n/a,1,Detached,Bungalow,58,5200.0,No Data,No Data,1549000.0,8366.0,6648,1588000.0,2022
39 Gardiner Road,Toronto,Forest Hill South,n/a,n/a,Detached,2-Storey,75,5661.0,No Data,No Data,2795000.0,15320.0,10477,1588000.0,2022
306 - 645 Millwood Road,Toronto,Mount Pleasant East,1,1,Condo Apt,Apartment,75,11-15 years,Restrict,1000-1199 sqft,679900.0,3624.0,2532,1588000.0,2022
543 Richmond Street W,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,75,New,Restrict,800-899 sqft,1099990.0,5860.0,2532,1588000.0,2022
423 - 650 Lawrence Avenue W,Toronto,Englemount-lawrence,2,1,Condo Apt,Multi-Level,75,No Data,Restrict,900-999 sqft,690000.0,3683.0,2218,263900.0,2008
1703 - 30 Meadowglen Place,Toronto,Woburn,1+1,1,Condo Apt,Apartment,75,0-5 years,Restrict,600-699 sqft,599000.0,3159.0,2853,549000.0,2022
1703 - 30 Meadowglen Place,Toronto,Woburn,1+1,1,Condo Apt,Apartment,75,0-5 years,Restrict,600-699 sqft,599000.0,3159.0,2853,549000.0,2022
1810 - 365 Church Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,75,0-5 years,Restrict,700-799 sqft,929000.0,5058.0,2890,929000.0,2022
1810 - 365 Church Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,75,0-5 years,Restrict,700-799 sqft,929000.0,5058.0,2890,929000.0,2022
818 - 4 Spadina Avenue,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,75,11-15 years,Restrict,500-599 sqft,549000.0,2871.0,1766,549000.0,2022
1810 - 365 Church Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,75,0-5 years,Restrict,700-799 sqft,929000.0,5058.0,2890,929000.0,2022
1810 - 365 Church Street,Toronto,Church-yonge Corridor,2,2,Condo Apt,Apartment,75,0-5 years,Restrict,700-799 sqft,929000.0,5058.0,2890,929000.0,2022
12 Eastgate Crescent,Toronto,Clairlea-birchmount,4+1,2,Detached,1 1/2 Storey,54,5513.6684000000005,No Data,No Data,1280000.0,6865.0,4051,1280000.0,2022
2 - 29 West Dean Park Drive,Toronto,Eringate-centennial-west Deane,3,3,Att/Row/Twnhouse,3-Storey,15,1050.036,16-30 years,1500-2000 sqft,849000.0,4597.0,3159,849000.0,2022
96 Elmcrest Road,Toronto,Eringate-centennial-west Deane,5,5,Detached,3-Storey,28,18054.539999999997,No Data,3500-5000 sqft,4509000.0,24886.0,12049,3050000.0,2019
2025 - 3043 Finch Avenue W,Toronto,Humbermede,2,1,Condo Townhouse,Stacked Townhse,28,No Data,Restrict,700-799 sqft,650000.0,3452.0,1528,3050000.0,2019
510 - 20 Collier Street,Toronto,Rosedale-moore Park,1+1,2,Condo Apt,Apartment,28,No Data,Restrict,900-999 sqft,899900.0,4890.0,3646,3050000.0,2019
309 - 384 Sunnyside Avenue,Toronto,Roncesvalles,2+1,2,Condo Apt,3-Storey,28,No Data,Restrict,2000-2249 sqft,2149000.0,11715.0,7773,1399900.0,2018
Uph07 - 55 Bloor Street,Toronto,Church-yonge Corridor,2+1,2,Condo Apt,Apartment,28,16-30 years,Restrict,1000-1199 sqft,1068000.0,5682.0,4980,1399900.0,2018
17 Bayview Ridge,Toronto,Bridle Path-sunnybrook-york Mills,7+1,7,Detached,2-Storey,9,68258.1,No Data,5000+ sqft,10800000.0,59996.0,33031,10800000.0,2022
1807 - 161 Roehampton Avenue,Toronto,Mount Pleasant West,2,2,Condo Apt,Apartment,9,New,Restrict,700-799 sqft,899888.0,4890.0,2920,949888.0,2022
131 Whistling Hills Drive,Toronto,Milliken,3+2,4,Detached,2-Storey,51,2750.0,No Data,No Data,1300000.0,6976.0,3078,1428800.0,2021
1405 - 1905 Kennedy Road,Toronto,Dorset Park,3,1,Condo Apt,Apartment,51,31-50 years,Restrict,1000-1199 sqft,604999.0,3194.0,980,1428800.0,2021
Th1 - 5 Tyre Avenue,Toronto,Islington-city Centre West,3+1,5,Att/Row/Twnhouse,3-Storey,73,1808.8949999999998,No Data,2000-2500 sqft,1449000.0,7808.0,5096,1449000.0,2022
76 Renfield Street,Toronto,Brookhaven-amesbury,3,2,Detached,1 1/2 Storey,57,5643.0,No Data,No Data,1029900.0,5469.0,3570,1199000.0,2022
1703 - 25 Cole Street,Toronto,Regent Park,2,2,Condo Apt,Apartment,57,11-15 years,Restrict,800-899 sqft,899000.0,4885.0,2475,389000.0,2014
503 - 95 Prince Arthur Avenue,Toronto,Annex,1+1,1,Condo Apt,Apartment,57,31-50 years,Restrict,800-899 sqft,838000.0,4534.0,3202,305000.0,2003
401 - 1 Post Road,Toronto,Bridle Path-sunnybrook-york Mills,2,3,Condo Apt,Apartment,57,16-30 years,Restrict,3500-3749 sqft,5995000.0,33179.0,19754,7995000.0,2022
60 Byng Avenue,Toronto,Willowdale East,2,2,Condo Apt,Apartment,57,16-30 years,Restrict,800-899 sqft,788000.0,4247.0,2332,499900.0,2020
60 Sarah Ashbridge Avenue,Toronto,The Beaches,3+2,4,Detached,3-Storey,71,2805.66,16-30 years,2500-3000 sqft,2999900.0,16464.0,9700,2999900.0,2022
60 Sarah Ashbridge Avenue,Toronto,The Beaches,3+2,4,Detached,3-Storey,71,2805.66,16-30 years,2500-3000 sqft,2999900.0,16464.0,9700,2999900.0,2022
772 Lawrence Avenue E,Toronto,Banbury-don Mills,4+2,4,Detached,Sidesplit 4,39,10500.3,No Data,2500-3000 sqft,3788000.0,20862.0,9049,3824888.0,2022
208 - 300 Manitoba Street,Toronto,Mimico,1+1,1,Condo Apt,Loft,39,No Data,Restrict,800-899 sqft,699900.0,3740.0,1876,218900.0,2006
25 Cherrydale Court,Toronto,Centennial Scarborough,4+1,3,Detached,2-Storey,29,8696.8206,No Data,No Data,1288700.0,6913.0,4436,1288700.0,2022
1806 - 50 Power Street,Toronto,Moss Park,1,1,Condo Apt,Apartment,29,New,Restrict,500-599 sqft,699000.0,3734.0,4436,1288700.0,2022
415 - 168 Bonis Avenue,Toronto,Tam O'shanter-sullivan,2+1,2,Condo Apt,Apartment,29,No Data,Restrict,1200-1399 sqft,739000.0,3965.0,2401,1600.0,2006
395 Murray Ross Parkway,Toronto,York University Heights,7+3,5,SEMI-DETACHED,3-Storey,66,2000.0,16-30 years,2500-3000 sqft,1399999.0,7534.0,4700,475000.0,2009
468 Cranbrooke Avenue,Toronto,Bedford Park-nortown,4+1,5,Detached,2-Storey,59,5500.0,16-30 years,3500-5000 sqft,3948000.0,21755.0,12715,4250000.0,2022
38 North Woodrow Boulevard,Toronto,Birchcliffe-cliffside,4+2,5,Detached,2-Storey,52,3500.0,No Data,No Data,1650000.0,8930.0,5236,484900.0,2011
11 Dewbourne Avenue,Toronto,Forest Hill South,5,8,Detached,3-Storey,66,7200.0,No Data,5000+ sqft,7680000.0,42583.0,25366,7990000.0,2022
216 - 3650 Kingston Road,Toronto,Scarborough Village,1+1,1,Condo Apt,Apartment,66,11-15 years,Restrict,700-799 sqft,559000.0,2929.0,1027,399000.0,2022
4602 - 224 King Street W,Toronto,Waterfront Communities C1,3+1,3,Condo Apt,Apartment,66,No Data,Restrict,2250-2499 sqft,4599900.0,25393.0,9874,2425900.0,2012
196 Holmes Avenue,Toronto,Willowdale East,4+2,6,Detached,2-Storey,31,5830.0,No Data,3500-5000 sqft,3980000.0,21934.0,14585,3890000.0,2021
30 Willowlea Drive,Toronto,Highland Creek,4,1,Detached,2-Storey,14,20988.420000000002,No Data,No Data,1599900.0,8650.0,3623,365000.0,2007
386 Coxwell Avenue,Toronto,Greenwood-coxwell,3+1,4,Detached,2-Storey,84,2295.0,No Data,No Data,1460000.0,7869.0,4638,1490900.0,2022
4701 - 47 Sudbury Street,Toronto,Niagara,2+1,1,Condo Townhouse,Stacked Townhse,84,No Data,Restrict,700-799 sqft,769000.0,4137.0,2569,337900.0,2011
9 Seguin Court,Toronto,Mount Olive-silverstone-jamestown,3+3,3,SEMI-DETACHED,Bungalow,53,3953.07,No Data,No Data,899900.0,4890.0,3237,1059000.0,2022
173 Valley Road,Toronto,Bridle Path-sunnybrook-york Mills,5+2,8,Detached,2-Storey,37,26351.55,No Data,5000+ sqft,10800000.0,59996.0,39551,1059000.0,2022
805 - 3091 Dufferin Street,Toronto,Yorkdale-glen Park,1,1,Condo Apt,Apartment,37,0-5 years,Restrict,500-599 sqft,623000.0,3297.0,1876,1059000.0,2022
10 Irene Avenue,Toronto,Dovercourt-wallace Emerson-junction,1,1,Investment,Residential,37,Residential,No Data,Apts-2 To 5 Units,2199000.0,3297.0,1876,1059000.0,2022
213 Oakcrest Avenue,Toronto,East End-danforth,2+1,2,SEMI-DETACHED,2-Storey,89,1432.32,No Data,No Data,999000.0,5461.0,3311,999000.0,2022
603 - 346 The West Mall,Toronto,Etobicoke West Mall,1+1,1,Co-Op Apt,Apartment,89,No Data,N,800-899 sqft,529900.0,2761.0,3311,999000.0,2022
102 Se - 60 Princess Street,Toronto,Waterfront Communities C8,3+1,3,Condo Townhouse,2-Storey,89,New,Restrict,1200-1399 sqft,1559000.0,8422.0,3311,999000.0,2022
4204 - 99 John Street,Toronto,Waterfront Communities C1,3+1,2,Condo Apt,Apartment,89,New,Restrict,1400-1599 sqft,2114900.0,11524.0,3311,999000.0,2022
4402 - 99 John Street,Toronto,Waterfront Communities C1,3+1,2,Condo Apt,Apartment,89,New,Restrict,1200-1399 sqft,1999900.0,10882.0,3311,999000.0,2022
4103 - 99 John Street,Toronto,Waterfront Communities C1,2+1,2,Condo Apt,Apartment,89,New,Restrict,1000-1199 sqft,1579900.0,8538.0,3311,999000.0,2022
74 Dovercourt Road,Toronto,Little Portugal,2+1,2,Investment,Residential,89,Residential,3495 sqft,No Data,3950000.0,8538.0,3311,999000.0,2022
231 Old Yonge Street,Toronto,St. Andrew-windfields,4+1,7,Detached,2-Storey,40,8245.053300000001,0-5 years,5000+ sqft,6890000.0,38174.0,22626,1458888.0,2015
322 Churchill Avenue,Toronto,Willowdale West,4+1,6,Detached,2-Storey,41,7000.0,No Data,3500-5000 sqft,3888000.0,21420.0,14591,2850000.0,2020
410 - 151 Avenue Road,Toronto,Annex,1+1,1,Condo Apt,Apartment,41,No Data,Restrict,700-799 sqft,1049000.0,5575.0,4238,1049000.0,2022
604 - 118 Yorkville Avenue,Toronto,Annex,3,3,Condo Apt,Apartment,41,No Data,Restrict,3500-3749 sqft,9990000.0,55476.0,26066,10500000.0,2021
5002 - 832 Bay Street,Toronto,Bay Street Corridor,2+1,2,Condo Apt,Apartment,41,0-5 years,Restrict,700-799 sqft,949990.0,5179.0,4289,3000.0,2020
106 Massey Street,Toronto,Niagara,3,2,SEMI-DETACHED,2 1/2 Storey,89,1760.0,No Data,No Data,1658000.0,8974.0,6568,389900.0,2004
1040 - 250 Wellington Street W,Toronto,Waterfront Communities C1,2,2,Condo Apt,Apartment,89,No Data,Restrict,800-899 sqft,899999.0,4891.0,2762,2850.0,2021
29 Rosita Crescent,Toronto,Clairlea-birchmount,3+2,4,Detached,2-Storey,53,3058.63,No Data,No Data,1288000.0,6909.0,3275,1488000.0,2022
512 - 99 John Street,Toronto,Waterfront Communities C1,1+1,1,Condo Apt,Apartment,53,New,Restrict,700-799 sqft,951900.0,5190.0,3275,1488000.0,2022
322 East Avenue,Toronto,Rouge E10,3+1,2,Detached,Bungalow,46,7656.0,No Data,No Data,1849999.0,10046.0,3727,379000.0,2010
32 Sammon Avenue,Toronto,Danforth Village-east York,3,2,SEMI-DETACHED,2-Storey,82,1846.0,No Data,No Data,1199900.0,6418.0,3868,1199900.0,2022
41 Unicorn Avenue,Toronto,Bayview Woods-steeles,4+1,4,Detached,2-Storey,30,6004.8,No Data,No Data,1649000.0,8924.0,6507,1649000.0,2022
1205 - 99 John Street,Toronto,Waterfront Communities C1,3+1,2,Condo Apt,Apartment,30,New,Restrict,1200-1399 sqft,1449900.0,7813.0,6507,1649000.0,2022
2010 - 101 Peter Street,Toronto,Waterfront Communities C1,1,1,Condo Apt,Apartment,30,No Data,Restrict,500-599 sqft,650000.0,3452.0,2016,1750.0,2020
162 Varsity Road,Toronto,Lambton Baby Point,5+2,3,Detached,2-Storey,58,5922.0,51-99 years,3000-3500 sqft,2499000.0,13668.0,6513,2799000.0,2021
1575 Dufferin Street,Toronto,Corso Italia-davenport,3+1,3,Duplex,2-Storey,88,3600.0,No Data,No Data,1499000.0,8087.0,5438,1499000.0,2022
